lossG,lossD
2.8135199546813965,1.5744752883911133
3.5651402473449707,1.1022698879241943
4.228013515472412,0.7159842848777771
4.625150680541992,0.559337854385376
5.19925594329834,0.5538949966430664
5.28563117980957,0.38395699858665466
5.579425811767578,0.543408215045929
6.290131092071533,0.4237481951713562
6.4123687744140625,0.37996888160705566
7.21225643157959,0.2798559367656708
7.015783309936523,0.20824706554412842
8.652483940124512,0.45625928044319153
7.055572509765625,0.20985126495361328
10.373004913330078,0.4940987527370453
9.324883460998535,0.18590418994426727
5.6797075271606445,0.14326664805412292
12.067472457885742,1.094051718711853
12.780494689941406,0.23824134469032288
10.177421569824219,0.24564610421657562
4.897505760192871,0.13645139336585999
12.105194091796875,2.3730380535125732
13.385788917541504,0.1624263972043991
12.202116012573242,0.2094821035861969
9.109123229980469,0.17059895396232605
4.674915313720703,0.0998537689447403
11.922918319702148,2.7132208347320557
13.014947891235352,0.23439529538154602
11.803834915161133,0.3535023033618927
8.835350036621094,0.14373351633548737
4.43668794631958,0.13268651068210602
11.589569091796875,2.770329713821411
12.754495620727539,0.34559348225593567
11.654271125793457,0.3768933415412903
9.165186882019043,0.2014724761247635
5.422924041748047,0.16470949351787567
9.562331199645996,0.7537966370582581
10.18902587890625,0.07323621213436127
8.007156372070312,0.18180052936077118
5.490863800048828,0.18462154269218445
12.933900833129883,1.6606016159057617
14.081787109375,0.35845449566841125
12.916839599609375,0.33615654706954956
10.3204984664917,0.24910332262516022
6.214335918426514,0.12284361571073532
7.101410865783691,0.4396774470806122
6.846259117126465,0.16382312774658203
6.9409637451171875,0.4015718400478363
8.791753768920898,0.34513306617736816
7.343156337738037,0.3052639067173004
8.69826889038086,0.3992716670036316
7.266575813293457,0.20355336368083954
7.121626853942871,0.29575031995773315
7.408384323120117,0.23140785098075867
6.5376129150390625,0.23451082408428192
8.241713523864746,0.2890762686729431
7.289639472961426,0.17114919424057007
7.520164489746094,0.2883865237236023
7.070995807647705,0.23231962323188782
8.076519966125488,0.42566195130348206
6.8268723487854,0.19697603583335876
7.005059242248535,0.32457706332206726
6.609655380249023,0.25357455015182495
8.08951187133789,0.32512539625167847
6.6868391036987305,0.28013354539871216
9.747283935546875,0.4278191328048706
7.520771503448486,0.41587549448013306
5.068526268005371,0.1672278344631195
12.577105522155762,0.7489076256752014
10.62826156616211,0.8886038661003113
7.379418849945068,0.17027294635772705
5.120516300201416,0.2587386965751648
11.714882850646973,0.9064792990684509
9.919961929321289,0.8494850397109985
5.78814697265625,0.2523110806941986
8.410049438476562,0.5330406427383423
6.9010396003723145,0.23479852080345154
4.989446640014648,0.32741284370422363
11.57575798034668,0.9030721783638
7.931180000305176,2.267184257507324
3.948073387145996,0.2100335955619812
7.121623992919922,0.6888066530227661
6.428084373474121,0.22474870085716248
4.095729827880859,0.4192761182785034
11.795973777770996,1.6858879327774048
9.828252792358398,1.3394386768341064
3.774545907974243,0.6875266432762146
10.322766304016113,2.4727492332458496
9.756223678588867,1.3462945222854614
6.087100028991699,0.7516781687736511
3.851835250854492,0.4043520390987396
8.824214935302734,2.0020105838775635
7.761993408203125,0.8821929097175598
3.7534990310668945,0.8023366928100586
6.54447078704834,1.122280240058899
6.31500244140625,0.3684292733669281
4.585460662841797,0.33812376856803894
7.455743789672852,0.8876082897186279
6.131573677062988,0.5637668371200562
4.311324119567871,0.49203523993492126
9.054054260253906,1.129738211631775
7.953341484069824,0.9008908867835999
5.141605377197266,0.26648852229118347
4.172370910644531,0.38895976543426514
5.629672527313232,0.5581429600715637
5.205809593200684,0.19593587517738342
4.324082374572754,0.2918837070465088
4.90172004699707,0.6272610425949097
4.713147163391113,0.45191490650177
4.526972770690918,0.42335572838783264
4.011007308959961,0.6079272031784058
4.723525047302246,0.5280086994171143
4.380900859832764,0.47917017340660095
4.773138999938965,0.7767370939254761
4.54586124420166,0.5859695672988892
3.9079911708831787,0.4178299009799957
4.251776695251465,0.41798609495162964
